path,label,label_idx
/kaggle/input/flowers-recognition/flowers/rose/1756973583_4aac7df00d_m.jpg,rose,2
/kaggle/input/flowers-recognition/flowers/rose/2331651885_619653a5d3.jpg,rose,2
/kaggle/input/flowers-recognition/flowers/daisy/437859108_173fb33c98.jpg,daisy,0
/kaggle/input/flowers-recognition/flowers/sunflower/6133988570_9dc778e622_m.jpg,sunflower,3
/kaggle/input/flowers-recognition/flowers/rose/7481119180_7be71a322a_n.jpg,rose,2
/kaggle/input/flowers-recognition/flowers/dandelion/15219268336_f2460fca88_m.jpg,dandelion,1
/kaggle/input/flowers-recognition/flowers/tulip/3510294699_bc4c72cb7d_n.jpg,tulip,4
/kaggle/input/flowers-recognition/flowers/dandelion/6146107825_45f708ecd7_n.jpg,dandelion,1
/kaggle/input/flowers-recognition/flowers/dandelion/3198028825_fdfaa1d020.jpg,dandelion,1
/kaggle/input/flowers-recognition/flowers/tulip/4582198748_20fa7caaa1.jpg,tulip,4
/kaggle/input/flowers-recognition/flowers/rose/4575042086_7674b76297_n.jpg,rose,2
/kaggle/input/flowers-recognition/flowers/daisy/8742143296_fed9fa007c.jpg,daisy,0
/kaggle/input/flowers-recognition/flowers/tulip/8759618746_f5e39fdbf8_n.jpg,tulip,4
/kaggle/input/flowers-recognition/flowers/rose/6111589202_8b9555364c_m.jpg,rose,2
/kaggle/input/flowers-recognition/flowers/rose/26811158051_8f264eea6b_n.jpg,rose,2
/kaggle/input/flowers-recognition/flowers/dandelion/2477986396_19da36d557_m.jpg,dandelion,1
/kaggle/input/flowers-recognition/flowers/daisy/3628485766_4ff937954a_n.jpg,daisy,0
/kaggle/input/flowers-recognition/flowers/daisy/15760811380_4d686c892b_n.jpg,daisy,0
/kaggle/input/flowers-recognition/flowers/dandelion/19064700925_b93d474e37.jpg,dandelion,1
/kaggle/input/flowers-recognition/flowers/dandelion/5644234724_cb0917ee33_m.jpg,dandelion,1
/kaggle/input/flowers-recognition/flowers/rose/18599603859_f2ec616ddf_n.jpg,rose,2
/kaggle/input/flowers-recognition/flowers/daisy/21652746_cc379e0eea_m.jpg,daisy,0
/kaggle/input/flowers-recognition/flowers/tulip/5433747333_869a2a172d_m.jpg,tulip,4
/kaggle/input/flowers-recognition/flowers/tulip/16138212287_643bf336e1_m.jpg,tulip,4
/kaggle/input/flowers-recognition/flowers/tulip/14039129738_cc3ac0a623_n.jpg,tulip,4
/kaggle/input/flowers-recognition/flowers/dandelion/8935456132_8dc4d3b679_n.jpg,dandelion,1
/kaggle/input/flowers-recognition/flowers/rose/5398974188_799753449c.jpg,rose,2
/kaggle/input/flowers-recognition/flowers/rose/2850381271_d2f9a470b1_n.jpg,rose,2
/kaggle/input/flowers-recognition/flowers/rose/14019883858_e5d2a0ec10_n.jpg,rose,2
/kaggle/input/flowers-recognition/flowers/dandelion/2597655841_07fb2955a4.jpg,dandelion,1
/kaggle/input/flowers-recognition/flowers/rose/5799616059_0ffda02e54.jpg,rose,2
/kaggle/input/flowers-recognition/flowers/tulip/130685347_afbffe3afa_n.jpg,tulip,4
/kaggle/input/flowers-recognition/flowers/dandelion/7843447416_847e6ba7f4_m.jpg,dandelion,1
/kaggle/input/flowers-recognition/flowers/dandelion/34206776142_941d75c2ed_n.jpg,dandelion,1
/kaggle/input/flowers-recognition/flowers/sunflower/5995136822_8e1eed76f5_n.jpg,sunflower,3
/kaggle/input/flowers-recognition/flowers/daisy/144603918_b9de002f60_m.jpg,daisy,0
/kaggle/input/flowers-recognition/flowers/dandelion/7196409186_a59957ce0b_m.jpg,dandelion,1
/kaggle/input/flowers-recognition/flowers/tulip/8838914676_8ef4db7f50_n.jpg,tulip,4
/kaggle/input/flowers-recognition/flowers/dandelion/5600240736_4a90c10579_n.jpg,dandelion,1
/kaggle/input/flowers-recognition/flowers/daisy/7320089276_87b544e341.jpg,daisy,0
/kaggle/input/flowers-recognition/flowers/daisy/21626652132_97e1318bb8_m.jpg,daisy,0
/kaggle/input/flowers-recognition/flowers/daisy/6323721068_3d3394af6d_n.jpg,daisy,0
/kaggle/input/flowers-recognition/flowers/dandelion/8716513637_2ba0c4e6cd_n.jpg,dandelion,1
/kaggle/input/flowers-recognition/flowers/rose/3451177763_729a4d54af_n.jpg,rose,2
/kaggle/input/flowers-recognition/flowers/tulip/14254329512_8b4229b898_n.jpg,tulip,4
/kaggle/input/flowers-recognition/flowers/sunflower/9309473873_9d62b9082e.jpg,sunflower,3
/kaggle/input/flowers-recognition/flowers/daisy/3491933306_43cfe2cfbe.jpg,daisy,0
/kaggle/input/flowers-recognition/flowers/tulip/11746548_26b3256922_n.jpg,tulip,4
/kaggle/input/flowers-recognition/flowers/sunflower/5956627147_4d51393479_n.jpg,sunflower,3
/kaggle/input/flowers-recognition/flowers/tulip/19722589898_233a0235af_n.jpg,tulip,4
/kaggle/input/flowers-recognition/flowers/sunflower/15472217046_2699b25584.jpg,sunflower,3
/kaggle/input/flowers-recognition/flowers/sunflower/9399711558_7cb9547cd3_n.jpg,sunflower,3
/kaggle/input/flowers-recognition/flowers/sunflower/3894586562_5dbbdc4354_n.jpg,sunflower,3
/kaggle/input/flowers-recognition/flowers/rose/3292434691_392071d702_n.jpg,rose,2
/kaggle/input/flowers-recognition/flowers/rose/22385375599_1faf334f5d_n.jpg,rose,2
/kaggle/input/flowers-recognition/flowers/rose/14683774134_6367640585.jpg,rose,2
/kaggle/input/flowers-recognition/flowers/daisy/33809956124_b49dcddf8f_n.jpg,daisy,0
/kaggle/input/flowers-recognition/flowers/daisy/14707111433_cce08ee007.jpg,daisy,0
/kaggle/input/flowers-recognition/flowers/rose/3500121696_5b6a69effb_n.jpg,rose,2
/kaggle/input/flowers-recognition/flowers/dandelion/425800274_27dba84fac_n.jpg,dandelion,1
/kaggle/input/flowers-recognition/flowers/daisy/5700781400_65761f3fce.jpg,daisy,0
/kaggle/input/flowers-recognition/flowers/tulip/3502615974_ef4bd13202_n.jpg,tulip,4
/kaggle/input/flowers-recognition/flowers/sunflower/184682320_73ccf74710.jpg,sunflower,3
/kaggle/input/flowers-recognition/flowers/daisy/3661613900_b15ca1d35d_m.jpg,daisy,0
/kaggle/input/flowers-recognition/flowers/tulip/7166644048_b00a14f01b.jpg,tulip,4
/kaggle/input/flowers-recognition/flowers/tulip/17295127995_62eff434fe_n.jpg,tulip,4
/kaggle/input/flowers-recognition/flowers/sunflower/8929274876_17efc1774a_n.jpg,sunflower,3
/kaggle/input/flowers-recognition/flowers/rose/15949087094_a8f565295c_m.jpg,rose,2
/kaggle/input/flowers-recognition/flowers/dandelion/4278757393_bca8415ed4_n.jpg,dandelion,1
/kaggle/input/flowers-recognition/flowers/dandelion/4523862714_b41b459c88.jpg,dandelion,1
/kaggle/input/flowers-recognition/flowers/tulip/20111973586_2987a89bed_n.jpg,tulip,4
/kaggle/input/flowers-recognition/flowers/tulip/13976206001_fd1c2cbd60.jpg,tulip,4
/kaggle/input/flowers-recognition/flowers/dandelion/5655177340_78fc36ce59_m.jpg,dandelion,1
/kaggle/input/flowers-recognition/flowers/sunflower/9448615838_04078d09bf_n.jpg,sunflower,3
/kaggle/input/flowers-recognition/flowers/daisy/3764116502_f394428ee0_n.jpg,daisy,0
/kaggle/input/flowers-recognition/flowers/sunflower/4398771472_44f2a0c162_n.jpg,sunflower,3
/kaggle/input/flowers-recognition/flowers/daisy/3957488431_52a447c0e8_m.jpg,daisy,0
/kaggle/input/flowers-recognition/flowers/tulip/8622237974_b362574785_n.jpg,tulip,4
/kaggle/input/flowers-recognition/flowers/tulip/14275234071_6e6f473356.jpg,tulip,4
/kaggle/input/flowers-recognition/flowers/tulip/5633266048_4f4bfb2cf1_n.jpg,tulip,4
/kaggle/input/flowers-recognition/flowers/dandelion/34335240590_41e4a393db_n.jpg,dandelion,1
/kaggle/input/flowers-recognition/flowers/sunflower/9431890901_cd11bda584_n.jpg,sunflower,3
/kaggle/input/flowers-recognition/flowers/tulip/14093565032_a8f1e349d1.jpg,tulip,4
/kaggle/input/flowers-recognition/flowers/dandelion/5598591979_ed9af1b3e9_n.jpg,dandelion,1
/kaggle/input/flowers-recognition/flowers/rose/5863698305_04a4277401_n.jpg,rose,2
/kaggle/input/flowers-recognition/flowers/rose/4648680921_80dfc4f12a.jpg,rose,2
/kaggle/input/flowers-recognition/flowers/tulip/5674127693_1ddbd81097.jpg,tulip,4
/kaggle/input/flowers-recognition/flowers/daisy/1031799732_e7f4008c03.jpg,daisy,0
/kaggle/input/flowers-recognition/flowers/tulip/4890786831_91bb82a9e4_n.jpg,tulip,4
/kaggle/input/flowers-recognition/flowers/tulip/14746916178_40403cc57e.jpg,tulip,4
/kaggle/input/flowers-recognition/flowers/dandelion/18996760154_58d3c48604.jpg,dandelion,1
/kaggle/input/flowers-recognition/flowers/sunflower/9558628596_722c29ec60_m.jpg,sunflower,3
/kaggle/input/flowers-recognition/flowers/tulip/16937554595_3e1de22f9c.jpg,tulip,4
/kaggle/input/flowers-recognition/flowers/dandelion/2516714633_87f28f0314.jpg,dandelion,1
/kaggle/input/flowers-recognition/flowers/tulip/4209052442_7e754f617c_n.jpg,tulip,4
/kaggle/input/flowers-recognition/flowers/rose/14408977935_a397e796b8_m.jpg,rose,2
/kaggle/input/flowers-recognition/flowers/dandelion/4552571121_2677bcdec3.jpg,dandelion,1
/kaggle/input/flowers-recognition/flowers/tulip/8706523526_a0f161b72b.jpg,tulip,4
/kaggle/input/flowers-recognition/flowers/sunflower/21518663809_3d69f5b995_n.jpg,sunflower,3
/kaggle/input/flowers-recognition/flowers/tulip/15881325303_f00807a051_n.jpg,tulip,4
/kaggle/input/flowers-recognition/flowers/rose/8096324039_4db2555490.jpg,rose,2
/kaggle/input/flowers-recognition/flowers/tulip/8759601388_36e2a50d98_n.jpg,tulip,4
/kaggle/input/flowers-recognition/flowers/tulip/14256111494_f9985585f5_n.jpg,tulip,4
/kaggle/input/flowers-recognition/flowers/dandelion/7884440256_91c033732d.jpg,dandelion,1
/kaggle/input/flowers-recognition/flowers/sunflower/28661674053_44f8034570_n.jpg,sunflower,3
/kaggle/input/flowers-recognition/flowers/tulip/8904780994_8867d64155_n.jpg,tulip,4
/kaggle/input/flowers-recognition/flowers/dandelion/8969938579_4c2032dd96_n.jpg,dandelion,1
/kaggle/input/flowers-recognition/flowers/rose/15816400548_c551da2212_n.jpg,rose,2
/kaggle/input/flowers-recognition/flowers/daisy/34562146951_cf3d2a627c_n.jpg,daisy,0
/kaggle/input/flowers-recognition/flowers/tulip/8521597402_4b6169ba05.jpg,tulip,4
/kaggle/input/flowers-recognition/flowers/sunflower/22419079265_8902cddb7d_n.jpg,sunflower,3
/kaggle/input/flowers-recognition/flowers/daisy/19544831049_0d738d4872_m.jpg,daisy,0
/kaggle/input/flowers-recognition/flowers/rose/5349249357_d4c0523f7e_n.jpg,rose,2
/kaggle/input/flowers-recognition/flowers/dandelion/23192507093_2e6ec77bef_n.jpg,dandelion,1
/kaggle/input/flowers-recognition/flowers/sunflower/164668737_aeab0cb55e_n.jpg,sunflower,3
/kaggle/input/flowers-recognition/flowers/daisy/5110109540_beed4ed162_m.jpg,daisy,0
/kaggle/input/flowers-recognition/flowers/daisy/2632216904_274aa17433.jpg,daisy,0
/kaggle/input/flowers-recognition/flowers/daisy/9120905231_329598304e.jpg,daisy,0
/kaggle/input/flowers-recognition/flowers/daisy/5896105367_fa08a65869_n.jpg,daisy,0
/kaggle/input/flowers-recognition/flowers/dandelion/17020815734_81e8db8008_m.jpg,dandelion,1
/kaggle/input/flowers-recognition/flowers/sunflower/193874852_fb633d8d00_n.jpg,sunflower,3
/kaggle/input/flowers-recognition/flowers/dandelion/4944731313_023a0508fd_n.jpg,dandelion,1
/kaggle/input/flowers-recognition/flowers/sunflower/16967372357_15b1b9a812_n.jpg,sunflower,3
/kaggle/input/flowers-recognition/flowers/dandelion/13887066460_64156a9021.jpg,dandelion,1
/kaggle/input/flowers-recognition/flowers/daisy/1140299375_3aa7024466.jpg,daisy,0
/kaggle/input/flowers-recognition/flowers/daisy/20948886919_cac7844f34_n.jpg,daisy,0
/kaggle/input/flowers-recognition/flowers/rose/2682566502_967e7eaa2a.jpg,rose,2
/kaggle/input/flowers-recognition/flowers/dandelion/14012247974_69ac128799.jpg,dandelion,1
/kaggle/input/flowers-recognition/flowers/dandelion/1413979148_b40d63db90_m.jpg,dandelion,1
/kaggle/input/flowers-recognition/flowers/tulip/14487712670_aebe715525_m.jpg,tulip,4
/kaggle/input/flowers-recognition/flowers/dandelion/3475811950_0fb89845f5_n.jpg,dandelion,1
/kaggle/input/flowers-recognition/flowers/daisy/18474740346_ffdaa18032.jpg,daisy,0
/kaggle/input/flowers-recognition/flowers/daisy/4727955343_0bb23ac4ae.jpg,daisy,0
/kaggle/input/flowers-recognition/flowers/dandelion/480621885_4c8b50fa11_m.jpg,dandelion,1
/kaggle/input/flowers-recognition/flowers/tulip/15976769174_1d50f46ca1_m.jpg,tulip,4
/kaggle/input/flowers-recognition/flowers/rose/8983268106_dc913d17d8_m.jpg,rose,2
/kaggle/input/flowers-recognition/flowers/tulip/11746276_de3dec8201.jpg,tulip,4
/kaggle/input/flowers-recognition/flowers/sunflower/12323859023_447387dbf0_n.jpg,sunflower,3
/kaggle/input/flowers-recognition/flowers/tulip/20093649146_5a93a8f173_n.jpg,tulip,4
/kaggle/input/flowers-recognition/flowers/dandelion/14128835667_b6a916222c.jpg,dandelion,1
/kaggle/input/flowers-recognition/flowers/rose/21413573151_e681c6a97a.jpg,rose,2
/kaggle/input/flowers-recognition/flowers/tulip/16755061382_f6531150c1_n.jpg,tulip,4
/kaggle/input/flowers-recognition/flowers/tulip/16110795216_b3e44697b4_m.jpg,tulip,4
/kaggle/input/flowers-recognition/flowers/sunflower/14925397651_97dcddc383_n.jpg,sunflower,3
/kaggle/input/flowers-recognition/flowers/dandelion/8754822932_948afc7cef.jpg,dandelion,1
/kaggle/input/flowers-recognition/flowers/tulip/142235017_07816937c6.jpg,tulip,4
/kaggle/input/flowers-recognition/flowers/sunflower/20410533613_56da1cce7c.jpg,sunflower,3
/kaggle/input/flowers-recognition/flowers/sunflower/6125761554_4e72819ce4_m.jpg,sunflower,3
/kaggle/input/flowers-recognition/flowers/rose/3971662839_5cb2963b20_n.jpg,rose,2
/kaggle/input/flowers-recognition/flowers/tulip/3421027755_cdb8fef8e8_n.jpg,tulip,4
/kaggle/input/flowers-recognition/flowers/sunflower/9610373158_5250bce6ac_n.jpg,sunflower,3
/kaggle/input/flowers-recognition/flowers/tulip/18245124970_e68fd3f3c3.jpg,tulip,4
/kaggle/input/flowers-recognition/flowers/rose/4414135084_1ac7e6cd54.jpg,rose,2
/kaggle/input/flowers-recognition/flowers/dandelion/19440910519_cb1162470e.jpg,dandelion,1
/kaggle/input/flowers-recognition/flowers/dandelion/32701230112_a33f8003a5_n.jpg,dandelion,1
/kaggle/input/flowers-recognition/flowers/tulip/8712244311_da8e90bf8e_n.jpg,tulip,4
/kaggle/input/flowers-recognition/flowers/rose/4644336779_acd973528c.jpg,rose,2
/kaggle/input/flowers-recognition/flowers/daisy/14716799982_ed6d626a66.jpg,daisy,0
/kaggle/input/flowers-recognition/flowers/dandelion/34549305152_15f407a771_n.jpg,dandelion,1
/kaggle/input/flowers-recognition/flowers/rose/7211616670_2d49ecb3a5_m.jpg,rose,2
/kaggle/input/flowers-recognition/flowers/daisy/4666648087_b10f376f19.jpg,daisy,0
/kaggle/input/flowers-recognition/flowers/dandelion/3530495617_fd84fb321a_m.jpg,dandelion,1
/kaggle/input/flowers-recognition/flowers/sunflower/15493195788_60530f2398_m.jpg,sunflower,3
/kaggle/input/flowers-recognition/flowers/tulip/20304518589_8bac64c536_n.jpg,tulip,4
/kaggle/input/flowers-recognition/flowers/rose/9702378513_229a96b754_m.jpg,rose,2
/kaggle/input/flowers-recognition/flowers/sunflower/7820398908_4316bbba45.jpg,sunflower,3
/kaggle/input/flowers-recognition/flowers/dandelion/17095758258_a33642946f_n.jpg,dandelion,1
/kaggle/input/flowers-recognition/flowers/daisy/4581199679_867652c3f1_n.jpg,daisy,0
/kaggle/input/flowers-recognition/flowers/dandelion/5674707921_1ffd141bab_n.jpg,dandelion,1
/kaggle/input/flowers-recognition/flowers/rose/14221192676_eb8c89a7d6_n.jpg,rose,2
/kaggle/input/flowers-recognition/flowers/tulip/16594995743_ce72c61201_n.jpg,tulip,4
/kaggle/input/flowers-recognition/flowers/rose/4495885281_fe2a3b671d.jpg,rose,2
/kaggle/input/flowers-recognition/flowers/dandelion/18183515403_13a9ca6d86_n.jpg,dandelion,1
/kaggle/input/flowers-recognition/flowers/dandelion/16713229021_bea2533981_n.jpg,dandelion,1
/kaggle/input/flowers-recognition/flowers/daisy/4858518329_7563eb0baa_m.jpg,daisy,0
/kaggle/input/flowers-recognition/flowers/tulip/8713397694_bcbcbba2c2_n.jpg,tulip,4
/kaggle/input/flowers-recognition/flowers/dandelion/2620243133_e801981efe_n.jpg,dandelion,1
/kaggle/input/flowers-recognition/flowers/dandelion/7184780734_3baab127c2_m.jpg,dandelion,1
/kaggle/input/flowers-recognition/flowers/tulip/13530687085_9b515735ef_m.jpg,tulip,4
/kaggle/input/flowers-recognition/flowers/daisy/4301689054_20519e5b68.jpg,daisy,0
/kaggle/input/flowers-recognition/flowers/dandelion/463736819_f779800165.jpg,dandelion,1
/kaggle/input/flowers-recognition/flowers/tulip/25429501953_a1f9ce09e6_n.jpg,tulip,4
/kaggle/input/flowers-recognition/flowers/dandelion/8757650550_113d7af3bd.jpg,dandelion,1
/kaggle/input/flowers-recognition/flowers/dandelion/5727534342_419604c177_n.jpg,dandelion,1
